H1_Speed,H1_Distance,H1_x_pos,H1_y_pos,H1_z_pos,H1_input_steer,H1_gas,H1_gear,H1_rpm,H2_Speed,H2_Distance,H2_x_pos,H2_y_pos,H2_z_pos,H2_input_steer,H2_gas,H2_gear,H2_rpm
0.008519511669874191,0.0,1584.0,508.0032653808594,1680.0,0.0,0.0,0.0,0.0,1.0,115.00000762939453,0.008519511669874191,0.0,1584.0,508.0032653808594,1680.0,0.0,0.0
0.008185242302715778,0.0,1584.0,508.0032958984375,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,75.0,0.008185242302715778,0.0,1584.0,508.0032958984375,1679.9998779296875,0.0,0.0
0.008179202675819397,0.0,1584.0,508.00335693359375,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,0.0,0.008179202675819397,0.0,1584.0,508.00335693359375,1679.9998779296875,0.0,0.0
0.008173294365406036,0.0,1584.0,508.00341796875,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,75.0,0.008173294365406036,0.0,1584.0,508.00341796875,1679.9998779296875,0.0,0.0
0.008536694571375847,0.0,1584.0,508.0034484863281,1680.0,0.0,0.0,0.0,0.0,1.0,34.999996185302734,0.008536694571375847,0.0,1584.0,508.0034484863281,1680.0,0.0,0.0
0.008542065508663654,0.0,1584.0,508.0035095214844,1680.0,0.0,0.0,0.0,0.0,1.0,115.00000762939453,0.008542065508663654,0.0,1584.0,508.0035095214844,1680.0,0.0,0.0
0.008547322824597359,0.0,1584.0,508.0035705566406,1680.0,0.0,0.0,0.0,0.0,1.0,34.999996185302734,0.008547322824597359,0.0,1584.0,508.0035705566406,1680.0,0.0,0.0
0.008156504482030869,0.0,1584.0,508.00360107421875,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,0.0,0.008156504482030869,0.0,1584.0,508.00360107421875,1679.9998779296875,0.0,0.0
0.008150807581841946,0.0,1584.0,508.003662109375,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,75.0,0.008150807581841946,0.0,1584.0,508.003662109375,1679.9998779296875,0.0,0.0
0.008145038038492203,0.0,1584.0,508.00372314453125,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,0.0,0.008145038038492203,0.0,1584.0,508.00372314453125,1679.9998779296875,0.0,0.0
0.008563786745071411,0.0,1584.0,508.0037536621094,1680.0,0.0,0.0,0.0,0.0,1.0,115.00000762939453,0.008563786745071411,0.0,1584.0,508.0037536621094,1680.0,0.0,0.0
0.008569423109292984,0.0,1584.0,508.0038146972656,1680.0,0.0,0.0,0.0,0.0,1.0,34.999996185302734,0.008569423109292984,0.0,1584.0,508.0038146972656,1680.0,0.0,0.0
0.00857511069625616,0.0,1584.0,508.0038757324219,1680.0,0.0,0.0,0.0,0.0,1.0,115.00000762939453,0.00857511069625616,0.0,1584.0,508.0038757324219,1680.0,0.0,0.0
0.008127260021865368,0.0,1584.0,508.00390625,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,75.0,0.008127260021865368,0.0,1584.0,508.00390625,1679.9998779296875,0.0,0.0
0.008121319115161896,0.0,1584.0,508.00396728515625,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,0.0,0.008121319115161896,0.0,1584.0,508.00396728515625,1679.9998779296875,0.0,0.0
0.008115490898489952,0.0,1584.0,508.0040283203125,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,75.0,0.008115490898489952,0.0,1584.0,508.0040283203125,1679.9998779296875,0.0,0.0
0.008591808378696442,0.0,1584.0,508.0040588378906,1680.0,0.0,0.0,0.0,0.0,1.0,34.999996185302734,0.008591808378696442,0.0,1584.0,508.0040588378906,1680.0,0.0,0.0
0.008597176522016525,0.0,1584.0,508.0041198730469,1680.0,0.0,0.0,0.0,0.0,1.0,115.00000762939453,0.008597176522016525,0.0,1584.0,508.0041198730469,1680.0,0.0,0.0
0.008602679707109928,0.0,1584.0,508.0041809082031,1680.0,0.0,0.0,0.0,0.0,1.0,34.999996185302734,0.008602679707109928,0.0,1584.0,508.0041809082031,1680.0,0.0,0.0
0.008098263293504715,0.0,1584.0,508.00421142578125,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,0.0,0.008098263293504715,0.0,1584.0,508.00421142578125,1679.9998779296875,0.0,0.0
0.008092433214187622,0.0,1584.0,508.0042724609375,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,75.0,0.008092433214187622,0.0,1584.0,508.0042724609375,1679.9998779296875,0.0,0.0
0.008086592890322208,0.0,1584.0,508.00433349609375,1679.9998779296875,0.0,0.0,0.0,0.0,1.0,0.0,0.008086592890322208,0.0,1584.0,508.00433349609375,1679.9998779296875,0.0,0.0
0.008619195781648159,0.0,1584.0,508.0043640136719,1680.0,0.0,0.0,0.0,0.0,1.0,115.00000762939453,0.008619195781648159,0.0,1584.0,508.0043640136719,1680.0,0.0,0.0
0.008624721318483353,0.0,1584.0,508.0044250488281,1680.0,0.0,0.0,0.0,0.0,1.0,34.999996185302734,0.008624721318483353,0.0,1584.0,508.0044250488281,1680.0,0.0,0.0
0.008630229160189629,0.0,1584.0,508.0044860839844,1680.0,0.0,0.0,0.0,0.0,1.0,115.00000762939453,0.008630229160189629,0.0,1584.0,508.0044860839844,1680.0,0.0,0.0
